Timestamp,Voltage_V,Current_A,Power_W,Power_Factor,Season,Time_of_Day,Delta_I,Anomaly_Duration_min,Label
2024-01-01 18:30:00,221.967,0.73,94.123,0.9805,Winter,Evening,0.085,0,Normal
2024-01-01 19:00:00,214.247,2.945,557.059,0.8475,Winter,Evening,2.451,0,Normal
2024-01-01 19:30:00,211.938,1.213,197.445,0.7903,Winter,Evening,2.179,0,Normal
2024-01-01 20:00:00,193.142,2.288,424.059,0.8145,Winter,Evening,0.396,0,Normal
2024-01-01 20:30:00,205.936,1.985,357.956,0.9397,Winter,Evening,0.385,0,Normal
2024-01-01 21:00:00,244.083,0.252,53.598,0.7868,Winter,Evening,2.484,0,Normal
2024-01-01 21:30:00,208.873,0.049,10.419,0.8633,Winter,Evening,0.301,0,Normal
2024-01-01 22:00:00,255.973,1.947,342.303,0.9888,Winter,Night,0.354,0,Normal
2024-01-01 22:30:00,218.175,1.277,231.24,0.8778,Winter,Night,0.045,0,Normal
2024-01-01 23:00:00,248.57,0.796,189.254,0.8303,Winter,Night,0.128,0,Normal
2024-01-01 23:30:00,224.436,0.821,177.551,0.8614,Winter,Night,0.264,0,Normal
2024-01-02 00:00:00,229.661,1.726,304.723,0.8638,Winter,Night,1.07,0,Normal
2024-01-02 00:30:00,213.693,2.446,580.131,0.7844,Winter,Night,0.318,0,Normal
2024-01-02 01:00:00,208.879,2.007,215.697,1.0,Winter,Night,0.966,73,Abnormal
2024-01-02 01:30:00,192.4,2.697,355.822,0.9831,Winter,Night,1.844,0,Normal
2024-01-02 02:00:00,205.809,2.205,405.083,0.8531,Winter,Night,0.39,59,Normal
2024-01-02 02:30:00,202.469,1.436,206.165,0.8434,Winter,Night,0.218,0,Normal
2024-01-02 03:00:00,201.555,2.769,566.795,0.8342,Winter,Night,1.656,0,Normal
2024-01-02 03:30:00,207.759,2.824,555.064,0.9201,Winter,Night,0.206,22,Normal
2024-01-02 04:00:00,222.945,1.863,394.571,0.8357,Winter,Night,0.131,0,Normal
2024-01-02 04:30:00,229.787,1.535,233.731,0.916,Winter,Night,0.07,56,Normal
2024-01-02 05:00:00,212.661,0.912,138.268,0.7831,Winter,Night,2.172,0,Normal
2024-01-02 05:30:00,201.148,0.049,9.948,0.9484,Winter,Night,0.247,0,Normal
2024-01-02 06:00:00,231.635,2.571,449.701,0.8757,Winter,Morning,0.023,0,Normal
2024-01-02 06:30:00,237.646,2.809,451.523,0.9357,Winter,Morning,0.16,0,Normal
2024-01-02 07:00:00,227.803,1.554,329.599,0.7423,Winter,Morning,0.084,0,Normal
2024-01-02 07:30:00,203.823,2.338,349.814,0.8695,Winter,Morning,0.24,10,Normal
2024-01-02 08:00:00,226.926,1.033,155.88,0.9273,Winter,Morning,0.273,0,Normal
2024-01-02 08:30:00,191.211,2.545,391.683,0.9886,Winter,Morning,0.229,0,Normal
2024-01-02 09:00:00,225.173,1.644,298.56,0.8159,Winter,Morning,0.128,0,Normal
2024-01-02 09:30:00,215.909,2.553,445.543,0.892,Winter,Morning,0.176,0,Normal
2024-01-02 10:00:00,224.86,2.299,288.778,0.9568,Winter,Morning,0.072,0,Normal
2024-01-02 10:30:00,193.692,3.23,405.406,0.7897,Winter,Morning,0.069,0,Normal
2024-01-02 11:00:00,218.082,1.02,176.314,0.9005,Winter,Morning,2.293,0,Normal
2024-01-02 11:30:00,224.139,1.21,164.751,0.7408,Winter,Morning,0.228,0,Normal
2024-01-02 12:00:00,246.291,0.793,143.261,0.7947,Winter,Afternoon,0.141,0,Normal
2024-01-02 12:30:00,207.03,1.622,190.354,0.7932,Winter,Afternoon,0.366,0,Normal
2024-01-02 13:00:00,238.176,1.714,253.468,0.7446,Winter,Afternoon,0.335,0,Normal
2024-01-02 13:30:00,211.94,2.733,431.018,0.7194,Winter,Afternoon,0.279,0,Normal
2024-01-02 14:00:00,241.252,1.129,188.143,0.8388,Winter,Afternoon,0.062,0,Normal
2024-01-02 14:30:00,214.546,0.911,151.164,0.8319,Winter,Afternoon,0.309,0,Normal
2024-01-02 15:00:00,244.36,1.067,179.005,0.8743,Winter,Afternoon,0.398,0,Normal
2024-01-02 15:30:00,221.728,2.451,265.457,0.6655,Winter,Afternoon,1.179,34,Abnormal
2024-01-02 16:00:00,225.321,0.85,112.407,0.8267,Winter,Afternoon,0.274,0,Normal
2024-01-02 16:30:00,217.463,0.612,79.613,0.8814,Winter,Afternoon,0.365,0,Normal
2024-01-02 17:00:00,223.911,0.051,9.823,0.931,Winter,Afternoon,0.298,0,Normal
2024-01-02 17:30:00,212.741,1.701,365.531,0.7949,Winter,Afternoon,0.314,0,Normal
2024-01-02 18:00:00,200.429,1.175,166.339,0.7585,Winter,Evening,0.109,0,Normal
2024-01-02 18:30:00,198.125,0.051,10.145,0.7452,Winter,Evening,0.011,0,Normal
2024-01-02 19:00:00,181.504,0.795,101.77,0.8043,Winter,Evening,0.176,0,Abnormal
2024-01-02 19:30:00,199.642,2.942,449.111,0.9008,Winter,Evening,0.03,9,Abnormal
2024-01-02 20:00:00,212.632,0.048,10.534,0.8596,Winter,Evening,0.499,0,Normal
2024-01-02 20:30:00,254.331,2.126,462.372,1.0,Winter,Evening,2.433,0,Normal
2024-01-02 21:00:00,215.927,0.795,144.335,0.9688,Winter,Evening,2.15,0,Normal
2024-01-02 21:30:00,213.365,3.809,816.402,0.8193,Winter,Evening,0.356,0,Normal
2024-01-02 22:00:00,205.188,2.375,293.987,0.9923,Winter,Night,2.462,10,Normal
2024-01-02 22:30:00,234.232,2.356,328.217,0.863,Winter,Night,0.446,0,Normal
2024-01-02 23:00:00,215.113,4.004,680.328,0.905,Winter,Night,0.214,70,Normal
2024-01-02 23:30:00,231.935,1.697,206.426,1.0,Winter,Night,0.176,0,Normal
2024-01-03 00:00:00,229.868,2.404,427.577,0.8791,Winter,Night,2.136,0,Normal
2024-01-03 00:30:00,214.156,1.806,378.712,0.8068,Winter,Night,0.142,0,Normal
2024-01-03 01:00:00,222.161,0.237,41.815,0.9227,Winter,Night,0.074,61,Normal
2024-01-03 01:30:00,217.809,1.053,171.017,0.9415,Winter,Night,0.346,0,Normal
2024-01-03 02:00:00,190.077,2.11,281.317,0.8798,Winter,Night,0.792,53,Abnormal
2024-01-03 02:30:00,244.792,0.971,148.314,0.8411,Winter,Night,0.181,0,Normal
2024-01-03 03:00:00,230.076,1.135,290.792,0.9503,Winter,Night,2.094,0,Normal
2024-01-03 03:30:00,204.036,2.286,452.975,0.7922,Winter,Night,0.295,0,Normal
2024-01-03 04:00:00,228.526,1.793,273.743,0.8567,Winter,Night,0.251,46,Normal
2024-01-03 04:30:00,178.721,2.9,511.385,0.8834,Winter,Night,0.159,0,Normal
2024-01-03 05:00:00,225.934,2.83,673.674,0.9948,Winter,Night,0.146,0,Normal
2024-01-03 05:30:00,217.556,1.725,260.01,0.9009,Winter,Night,1.176,0,Normal
2024-01-03 06:00:00,237.791,1.1,157.733,0.8342,Winter,Morning,0.192,0,Normal
2024-01-03 06:30:00,241.887,1.896,246.34,0.8077,Winter,Morning,1.266,0,Normal
2024-01-03 07:00:00,220.177,0.967,190.357,0.8494,Winter,Morning,0.006,0,Normal
2024-01-03 07:30:00,197.952,2.887,397.154,0.9017,Winter,Morning,0.091,0,Normal
2024-01-03 08:00:00,224.213,0.673,101.355,0.983,Winter,Morning,1.607,0,Normal
2024-01-03 08:30:00,229.465,2.859,564.812,0.8973,Winter,Morning,0.163,0,Normal
2024-01-03 09:00:00,245.645,1.059,138.713,0.9604,Winter,Morning,1.536,0,Normal
2024-01-03 09:30:00,238.059,1.441,193.182,0.7023,Winter,Morning,1.38,9,Abnormal
2024-01-03 10:00:00,233.835,1.53,279.48,0.7868,Winter,Morning,1.568,0,Abnormal
2024-01-03 10:30:00,217.69,2.724,484.219,0.7026,Winter,Morning,0.17,43,Normal
2024-01-03 11:00:00,255.191,1.964,483.901,0.7776,Winter,Morning,0.809,0,Normal
2024-01-03 11:30:00,234.058,1.504,277.343,0.8681,Winter,Morning,0.325,69,Normal
2024-01-03 12:00:00,214.261,0.655,129.768,0.8732,Winter,Afternoon,0.238,0,Normal
2024-01-03 12:30:00,197.382,1.213,198.445,0.8297,Winter,Afternoon,0.397,0,Normal
2024-01-03 13:00:00,234.129,3.414,547.703,0.907,Winter,Afternoon,1.91,0,Normal
2024-01-03 13:30:00,229.288,1.494,359.02,0.9075,Winter,Afternoon,0.187,0,Normal
2024-01-03 14:00:00,209.361,1.147,167.54,0.9615,Winter,Afternoon,0.458,0,Normal
2024-01-03 14:30:00,205.489,1.668,240.711,0.8744,Winter,Afternoon,0.068,0,Normal
2024-01-03 15:00:00,210.735,1.857,218.981,0.9016,Winter,Afternoon,0.21,0,Normal
2024-01-03 15:30:00,213.105,2.246,381.832,0.8765,Winter,Afternoon,0.257,77,Normal
2024-01-03 16:00:00,228.93,2.764,555.671,0.876,Winter,Afternoon,2.027,0,Abnormal
2024-01-03 16:30:00,220.923,4.035,749.368,0.7079,Winter,Afternoon,0.697,0,Abnormal
2024-01-03 17:00:00,248.461,2.114,323.45,0.7567,Winter,Afternoon,0.154,0,Normal
2024-01-03 17:30:00,238.904,2.53,442.525,0.8822,Winter,Afternoon,0.043,0,Normal
2024-01-03 18:00:00,219.727,1.53,213.77,0.8466,Winter,Evening,0.331,0,Normal
2024-01-03 18:30:00,207.133,0.738,93.666,0.8994,Winter,Evening,0.203,0,Normal
2024-01-03 19:00:00,223.655,2.039,389.465,0.8027,Winter,Evening,0.265,0,Normal
2024-01-03 19:30:00,229.581,1.513,199.941,0.7933,Winter,Evening,0.081,0,Normal
2024-01-03 20:00:00,203.046,0.051,10.386,0.7067,Winter,Evening,0.343,0,Normal
2024-01-03 20:30:00,232.65,1.483,299.635,0.7663,Winter,Evening,0.699,0,Normal
2024-01-03 21:00:00,222.685,1.219,301.472,0.8682,Winter,Evening,0.246,0,Normal
2024-01-03 21:30:00,216.906,1.355,269.714,0.7945,Winter,Evening,2.061,0,Normal
2024-01-03 22:00:00,234.754,2.557,379.471,0.8018,Winter,Night,0.193,0,Normal
2024-01-03 22:30:00,232.336,0.293,42.765,0.8499,Winter,Night,0.276,0,Normal
2024-01-03 23:00:00,225.65,0.165,31.659,0.7663,Winter,Night,0.204,0,Normal
2024-01-03 23:30:00,220.338,0.856,126.521,0.8598,Winter,Night,0.553,0,Normal
2024-01-04 00:00:00,228.151,0.783,128.766,0.7617,Winter,Night,0.32,28,Normal
2024-01-04 00:30:00,214.8,2.153,375.497,0.7687,Winter,Night,0.842,3,Abnormal
2024-01-04 01:00:00,230.076,0.561,141.291,0.9972,Winter,Night,1.97,0,Normal
2024-01-04 01:30:00,243.192,2.332,582.095,0.6965,Winter,Night,0.134,78,Normal
2024-01-04 02:00:00,217.467,3.933,796.921,0.8189,Winter,Night,0.215,0,Normal
2024-01-04 02:30:00,218.013,2.224,396.788,0.9546,Winter,Night,1.286,0,Normal
2024-01-04 03:00:00,220.364,0.613,85.975,0.9176,Winter,Night,0.043,0,Normal
2024-01-04 03:30:00,217.082,1.369,216.972,0.7845,Winter,Night,0.44,0,Normal
2024-01-04 04:00:00,212.906,2.226,279.379,0.8115,Winter,Night,0.211,0,Abnormal
2024-01-04 04:30:00,237.359,1.458,225.331,0.7896,Winter,Night,1.47,0,Normal
2024-01-04 05:00:00,237.494,1.242,298.945,0.7182,Winter,Night,0.347,0,Normal
2024-01-04 05:30:00,207.12,2.235,460.766,0.8075,Winter,Night,0.362,0,Normal
2024-01-04 06:00:00,231.822,2.394,502.243,0.876,Winter,Morning,1.169,0,Normal
2024-01-04 06:30:00,230.524,2.136,380.345,0.928,Winter,Morning,0.186,0,Normal
2024-01-04 07:00:00,215.732,0.921,172.54,0.6965,Winter,Morning,1.428,25,Abnormal
2024-01-04 07:30:00,217.526,2.071,327.843,0.8673,Winter,Morning,0.192,0,Normal
2024-01-04 08:00:00,202.529,1.9,358.033,0.7957,Winter,Morning,0.05,0,Normal
2024-01-04 08:30:00,250.909,1.442,326.902,0.8,Winter,Morning,0.227,27,Abnormal
2024-01-04 09:00:00,214.011,1.13,166.249,0.9061,Winter,Morning,0.142,0,Normal
2024-01-04 09:30:00,264.61,0.05,12.269,0.9481,Winter,Morning,0.072,0,Normal
2024-01-04 10:00:00,219.033,0.085,13.975,0.839,Winter,Morning,0.366,0,Normal
2024-01-04 10:30:00,224.422,0.75,132.333,0.878,Winter,Morning,0.346,0,Normal
2024-01-04 11:00:00,232.444,2.993,372.817,0.9219,Winter,Morning,0.876,35,Abnormal
2024-01-04 11:30:00,198.821,0.491,77.098,0.7369,Winter,Morning,0.028,0,Normal
2024-01-04 12:00:00,220.33,0.977,196.034,0.8115,Winter,Afternoon,2.272,0,Normal
2024-01-04 12:30:00,235.335,2.186,504.981,0.9687,Winter,Afternoon,0.094,0,Normal
2024-01-04 13:00:00,223.292,2.378,345.388,0.8002,Winter,Afternoon,0.23,0,Normal
2024-01-04 13:30:00,262.664,1.129,307.457,0.8633,Winter,Afternoon,0.371,0,Normal
2024-01-04 14:00:00,206.953,2.334,401.819,0.802,Winter,Afternoon,0.249,0,Normal
2024-01-04 14:30:00,235.702,3.293,726.166,0.8113,Winter,Afternoon,2.444,37,Abnormal
2024-01-04 15:00:00,195.033,0.543,111.307,0.7424,Winter,Afternoon,1.63,19,Abnormal
2024-01-04 15:30:00,183.625,2.216,244.69,0.7581,Winter,Afternoon,0.224,0,Normal
2024-01-04 16:00:00,238.141,1.616,290.498,0.9341,Winter,Afternoon,2.307,18,Abnormal
2024-01-04 16:30:00,211.853,1.368,189.455,0.8563,Winter,Afternoon,0.279,0,Normal
2024-01-04 17:00:00,214.589,0.051,9.531,0.9832,Winter,Afternoon,0.681,54,Abnormal
2024-01-04 17:30:00,210.927,3.016,501.505,0.8635,Winter,Afternoon,0.182,82,Normal
2024-01-04 18:00:00,225.477,1.943,318.718,0.8319,Winter,Evening,0.199,0,Normal
2024-01-04 18:30:00,234.626,2.21,347.331,0.782,Winter,Evening,0.125,68,Normal
2024-01-04 19:00:00,217.722,3.243,547.898,0.8152,Winter,Evening,1.224,0,Normal
2024-01-04 19:30:00,224.79,0.102,16.59,0.7493,Winter,Evening,0.03,0,Normal
2024-01-04 20:00:00,181.362,1.256,148.259,0.8995,Winter,Evening,0.073,0,Normal
2024-01-04 20:30:00,235.327,0.84,174.694,1.0,Winter,Evening,2.153,0,Normal
2024-01-04 21:00:00,202.271,1.274,250.496,0.9423,Winter,Evening,0.19,18,Normal
2024-01-04 21:30:00,214.669,0.627,101.983,0.8253,Winter,Evening,0.156,0,Normal
2024-01-04 22:00:00,213.886,3.138,396.422,0.8713,Winter,Night,0.32,0,Normal
2024-01-04 22:30:00,219.019,1.365,175.59,0.8109,Winter,Night,0.325,8,Normal
2024-01-04 23:00:00,218.152,0.814,110.603,0.9583,Winter,Night,0.089,0,Normal
2024-01-04 23:30:00,220.361,2.363,315.706,0.8338,Winter,Night,2.234,5,Abnormal
2024-01-05 00:00:00,184.436,1.779,279.79,0.9166,Winter,Night,0.335,0,Normal
2024-01-05 00:30:00,198.302,0.985,146.702,0.9413,Winter,Night,0.283,0,Normal
2024-01-05 01:00:00,229.334,2.344,462.062,0.8216,Winter,Night,0.019,58,Abnormal
2024-01-05 01:30:00,206.158,1.322,166.777,0.8439,Winter,Night,0.18,0,Normal
2024-01-05 02:00:00,196.576,0.933,156.859,0.7736,Winter,Night,0.563,8,Abnormal
2024-01-05 02:30:00,200.285,0.316,48.418,0.895,Winter,Night,1.028,0,Abnormal
2024-01-05 03:00:00,207.85,1.963,306.004,0.6962,Winter,Night,0.32,0,Normal
2024-01-05 03:30:00,222.866,3.171,618.994,0.8628,Winter,Night,0.298,0,Normal
2024-01-05 04:00:00,221.262,2.144,300.1,0.9469,Winter,Night,0.123,0,Normal
2024-01-05 04:30:00,216.315,2.209,291.818,0.8722,Winter,Night,1.524,0,Normal
2024-01-05 05:00:00,206.973,1.479,239.473,0.9708,Winter,Night,0.03,0,Normal
2024-01-05 05:30:00,237.802,3.171,685.302,0.8355,Winter,Night,0.087,0,Normal
2024-01-05 06:00:00,241.029,2.02,482.556,1.0,Winter,Morning,0.082,0,Normal
2024-01-05 06:30:00,180.705,0.093,12.533,0.8065,Winter,Morning,0.144,0,Normal
2024-01-05 07:00:00,220.281,0.894,124.277,1.0,Winter,Morning,0.274,0,Normal
2024-01-05 07:30:00,199.744,3.837,766.675,0.8912,Winter,Morning,0.5,19,Abnormal
2024-01-05 08:00:00,195.963,1.005,154.24,0.8183,Winter,Morning,0.059,0,Normal
2024-01-05 08:30:00,224.408,3.665,871.303,1.0,Winter,Morning,0.186,0,Normal
2024-01-05 09:00:00,233.006,2.283,419.053,0.9908,Winter,Morning,0.364,0,Normal
2024-01-05 09:30:00,218.181,2.073,304.749,0.9925,Winter,Morning,0.391,0,Normal
2024-01-05 10:00:00,238.374,3.944,892.55,0.8405,Winter,Morning,0.291,0,Normal
2024-01-05 10:30:00,225.595,1.31,295.662,0.8441,Winter,Morning,0.283,20,Normal
2024-01-05 11:00:00,241.955,1.722,356.985,0.8464,Winter,Morning,1.745,19,Abnormal
2024-01-05 11:30:00,233.874,1.636,339.985,0.8568,Winter,Morning,2.479,32,Abnormal
2024-01-05 12:00:00,245.524,2.118,539.642,0.8114,Winter,Afternoon,0.203,0,Normal
2024-01-05 12:30:00,216.26,3.232,599.318,0.9526,Winter,Afternoon,0.305,0,Normal
2024-01-05 13:00:00,223.436,1.379,167.702,0.7961,Winter,Afternoon,0.283,0,Normal
2024-01-05 13:30:00,216.912,2.818,330.533,0.7755,Winter,Afternoon,0.197,0,Normal
2024-01-05 14:00:00,218.501,2.935,412.058,0.8177,Winter,Afternoon,0.353,0,Normal
2024-01-05 14:30:00,219.339,2.28,478.88,0.8848,Winter,Afternoon,0.165,0,Normal
2024-01-05 15:00:00,220.566,1.486,279.937,0.7055,Winter,Afternoon,2.01,48,Normal
2024-01-05 15:30:00,235.85,4.546,702.548,0.9692,Winter,Afternoon,0.074,85,Normal
2024-01-05 16:00:00,232.633,2.714,506.396,0.8358,Winter,Afternoon,0.397,5,Normal
2024-01-05 16:30:00,209.284,1.049,165.323,0.8375,Winter,Afternoon,0.811,0,Normal
2024-01-05 17:00:00,201.575,0.446,62.264,1.0,Winter,Afternoon,0.277,0,Normal
2024-01-05 17:30:00,231.264,1.474,323.392,0.7564,Winter,Afternoon,0.235,0,Normal
2024-01-05 18:00:00,205.67,2.153,237.853,0.8833,Winter,Evening,2.259,0,Normal
2024-01-05 18:30:00,247.257,3.485,511.113,0.7833,Winter,Evening,0.353,49,Normal
2024-01-05 19:00:00,223.851,2.645,335.885,0.7881,Winter,Evening,0.615,75,Normal
2024-01-05 19:30:00,239.009,1.052,144.339,0.8041,Winter,Evening,0.263,0,Normal
2024-01-05 20:00:00,213.595,1.441,323.238,0.8053,Winter,Evening,0.072,0,Normal
2024-01-05 20:30:00,216.92,2.517,478.484,0.8697,Winter,Evening,0.032,0,Normal
2024-01-05 21:00:00,245.18,3.094,552.801,0.8217,Winter,Evening,0.388,0,Normal
2024-01-05 21:30:00,199.658,1.876,335.484,0.8465,Winter,Evening,0.172,0,Normal
2024-01-05 22:00:00,212.305,1.813,266.465,0.7191,Winter,Night,0.189,0,Normal
2024-01-05 22:30:00,211.895,2.502,460.597,0.8058,Winter,Night,0.197,29,Abnormal
2024-01-05 23:00:00,229.949,1.225,229.207,0.8293,Winter,Night,0.281,0,Normal
2024-01-05 23:30:00,231.56,2.448,317.823,0.7589,Winter,Night,0.056,27,Abnormal
2024-01-06 00:00:00,225.319,2.353,329.918,0.8861,Winter,Night,0.373,0,Normal
2024-01-06 00:30:00,256.521,1.304,235.665,0.8754,Winter,Night,0.021,0,Normal
2024-01-06 01:00:00,204.411,2.198,361.885,1.0,Winter,Night,0.315,5,Normal
2024-01-06 01:30:00,215.79,2.419,374.81,1.0,Winter,Night,0.35,0,Normal
2024-01-06 02:00:00,206.011,2.284,398.511,0.9402,Winter,Night,0.199,0,Normal
2024-01-06 02:30:00,233.936,1.664,319.012,0.8184,Winter,Night,0.364,0,Normal
2024-01-06 03:00:00,206.772,1.045,186.062,0.6936,Winter,Night,0.063,0,Normal
2024-01-06 03:30:00,242.889,0.406,92.416,0.8425,Winter,Night,2.153,82,Normal
2024-01-06 04:00:00,214.357,0.872,137.754,0.9303,Winter,Night,0.127,0,Normal
2024-01-06 04:30:00,223.299,0.531,127.884,0.8007,Winter,Night,0.299,0,Normal
2024-01-06 05:00:00,217.784,3.437,572.023,0.9584,Winter,Night,0.097,0,Normal
2024-01-06 05:30:00,208.557,3.468,632.539,0.8961,Winter,Night,0.117,0,Normal
2024-01-06 06:00:00,215.481,1.635,208.152,0.7567,Winter,Morning,0.269,28,Normal
2024-01-06 06:30:00,193.378,2.187,313.024,0.9329,Winter,Morning,0.051,45,Normal
2024-01-06 07:00:00,238.518,1.271,173.4,0.8849,Winter,Morning,0.35,0,Normal
2024-01-06 07:30:00,214.088,0.653,119.339,0.9188,Winter,Morning,0.107,0,Normal
2024-01-06 08:00:00,217.246,3.023,673.229,0.8387,Winter,Morning,0.239,0,Normal
2024-01-06 08:30:00,231.456,1.448,267.236,0.877,Winter,Morning,0.06,0,Normal
2024-01-06 09:00:00,219.791,1.894,336.382,0.9535,Winter,Morning,0.501,18,Abnormal
2024-01-06 09:30:00,240.761,1.495,216.668,0.9909,Winter,Morning,0.325,0,Normal
2024-01-06 10:00:00,209.699,3.019,405.767,0.8066,Winter,Morning,0.077,21,Abnormal
2024-01-06 10:30:00,202.844,0.049,10.751,0.7913,Winter,Morning,0.277,37,Abnormal
2024-01-06 11:00:00,214.814,1.338,215.33,0.7996,Winter,Morning,0.145,0,Normal
2024-01-06 11:30:00,261.168,1.761,457.502,0.751,Winter,Morning,0.316,0,Normal
2024-01-06 12:00:00,222.888,1.641,222.768,0.7147,Winter,Afternoon,1.483,0,Normal
2024-01-06 12:30:00,214.864,1.819,283.931,0.7396,Winter,Afternoon,0.488,0,Normal
2024-01-06 13:00:00,217.847,1.717,304.846,0.9467,Winter,Afternoon,0.527,0,Normal
2024-01-06 13:30:00,200.477,1.552,237.048,0.8917,Winter,Afternoon,0.366,60,Normal
2024-01-06 14:00:00,222.386,1.317,192.915,0.7774,Winter,Afternoon,1.217,0,Normal
2024-01-06 14:30:00,233.673,1.961,419.512,0.947,Winter,Afternoon,1.151,0,Normal
2024-01-06 15:00:00,202.105,2.701,407.273,0.6,Winter,Afternoon,0.202,0,Normal
2024-01-06 15:30:00,230.453,0.053,10.317,0.9128,Winter,Afternoon,0.055,0,Normal
2024-01-06 16:00:00,230.575,2.415,338.65,0.909,Winter,Afternoon,0.375,0,Normal
2024-01-06 16:30:00,240.923,1.949,493.161,0.9423,Winter,Afternoon,0.364,0,Normal
2024-01-06 17:00:00,229.572,1.953,264.192,0.9279,Winter,Afternoon,0.936,0,Normal
2024-01-06 17:30:00,230.279,0.549,88.521,0.7936,Winter,Afternoon,1.726,0,Abnormal
2024-01-06 18:00:00,229.309,1.404,318.891,0.7534,Winter,Evening,0.072,0,Normal
2024-01-06 18:30:00,238.382,3.407,642.356,0.8549,Winter,Evening,0.008,0,Normal
2024-01-06 19:00:00,228.565,0.943,176.74,0.7979,Winter,Evening,1.409,0,Normal
2024-01-06 19:30:00,223.958,2.149,513.651,0.759,Winter,Evening,0.671,0,Normal
2024-01-06 20:00:00,211.062,2.544,360.237,0.8497,Winter,Evening,0.37,0,Normal
2024-01-06 20:30:00,199.85,1.594,321.163,0.8832,Winter,Evening,0.138,0,Normal
2024-01-06 21:00:00,207.661,2.733,443.249,0.7854,Winter,Evening,0.254,0,Normal
2024-01-06 21:30:00,215.87,1.898,267.47,0.8516,Winter,Evening,0.837,0,Normal
2024-01-06 22:00:00,220.647,3.051,564.264,0.8377,Winter,Night,1.491,0,Abnormal
2024-01-06 22:30:00,190.283,2.47,462.42,0.8707,Winter,Night,0.315,0,Normal
2024-01-06 23:00:00,200.544,2.666,309.396,0.8164,Winter,Night,0.154,0,Normal
